Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2013-01-08 22:00:00 +1000,0.0,32.453,35.2,
Sutherland (NSW),2013-01-09 00:00:00 +1000,0.0,30.449,32.5,
Sutherland (NSW),2013-01-09 01:00:00 +1000,0.0,27.294,32.2,
Sutherland (NSW),2013-01-09 02:00:00 +1000,0.0,21.806,33.3,
Sutherland (NSW),2013-01-09 03:00:00 +1000,0.0,21.029,22.9,
Sutherland (NSW),2013-01-09 04:00:00 +1000,0.0,20.605,21.7,
Sutherland (NSW),2013-01-09 05:00:00 +1000,0.0,20.097,20.7,
Sutherland (NSW),2013-01-09 06:00:00 +1000,22.406,20.044,20.4,0.13
Sutherland (NSW),2013-01-09 07:00:00 +1000,118.889,19.827,21.0,0.55
Sutherland (NSW),2013-01-09 08:00:00 +1000,397.77,19.965,20.7,2.05
Sutherland (NSW),2013-01-09 09:00:00 +1000,272.387,19.818,21.2,1.36
Sutherland (NSW),2013-01-09 10:00:00 +1000,702.974,19.786,21.0,3.47
Sutherland (NSW),2013-01-09 11:00:00 +1000,968.517,20.295,22.3,4.15
Sutherland (NSW),2013-01-09 12:00:00 +1000,967.033,20.931,21.5,4.68
Sutherland (NSW),2013-01-09 13:00:00 +1000,617.046,20.74,21.9,2.61
Sutherland (NSW),2013-01-09 14:00:00 +1000,904.318,21.418,21.3,4.41
Sutherland (NSW),2013-01-09 15:00:00 +1000,648.881,21.932,22.2,3.22
Sutherland (NSW),2013-01-09 16:00:00 +1000,536.525,21.769,22.3,1.84
Sutherland (NSW),2013-01-09 17:00:00 +1000,213.285,21.027,21.1,1.61
Sutherland (NSW),2013-01-09 18:00:00 +1000,60.763,20.204,21.2,0.24
Sutherland (NSW),2013-01-09 19:00:00 +1000,10.23,19.871,20.1,0.01
Sutherland (NSW),2013-01-09 20:00:00 +1000,0.0,19.676,19.5,0.0
Sutherland (NSW),2013-01-09 21:00:00 +1000,0.0,19.686,19.5,
Sutherland (NSW),2013-01-09 22:00:00 +1000,0.0,19.656,19.6,
Sutherland (NSW),2013-01-10 00:00:00 +1000,0.0,19.812,19.7,
Sutherland (NSW),2013-01-10 01:00:00 +1000,0.0,19.774,19.5,
Sutherland (NSW),2013-01-10 02:00:00 +1000,0.0,19.544,19.0,
Sutherland (NSW),2013-01-10 03:00:00 +1000,0.0,19.483,19.2,
Sutherland (NSW),2013-01-10 04:00:00 +1000,0.0,19.429,19.3,
Sutherland (NSW),2013-01-10 05:00:00 +1000,0.0,19.534,19.3,
Sutherland (NSW),2013-01-10 06:00:00 +1000,18.487,19.681,19.4,0.01
